caba_id,distrito_id,seccion_id,circuito,nombre,direccion,mesa_desde,mesa_hasta,num_mesas,geom
5139,1,7,78,INSTITUTO SAN JUDAS TADEO,SOMELLERA 1720,2962,2971,10,0101000020E6100000253EC462CF374DC0623FAABC6A5241C0
8097,1,7,78,INSTITUTO MEDALLA MILAGROSA,CURAPALIGUE AV. 1155,2991,2992,2,0101000020E61000004770BD8A21394DC06C5F10BD6D5141C0
8864,1,7,78,ESC Nº 23 CANADA,CACHIMAYO 1735,2981,2990,10,0101000020E6100000962773EDC9374DC0D8FAD4FBCE5141C0
4117,1,7,79,COLEGIO Nº9 J J DE URQUIZA,CONDARCO 290,2993,3012,20,0101000020E6100000F0CEDB0BE33B4DC0E40F8E845F5041C0
4122,1,7,79,COLEGIO SCHONTHAL,NAZCA AV. 547,3023,3034,12,0101000020E6100000AAC1F4DA623C4DC09FF5ACD0165041C0
4127,1,7,79,INST MONSEÑOR A DE SAN JOSE,"VALLESE, FELIPE 2549",3016,3022,7,0101000020E6100000BCCC32EFED3B4DC06E33C964934F41C0
8867,1,7,79,ESC MEDIA Nº1 JULIO CORTAZAR,BOGOTA 2759,3013,3015,3,0101000020E610000058F314B70E3C4DC06829EC6C3A5041C0
4200,1,7,80,ESC Nº5 JUAN B PEÑA,"TRELLES, MANUEL R. 948",3035,3046,12,0101000020E610000019F5232BE73A4DC04C9B1513C94E41C0
4132,1,7,81,ESCUELA PARA EL HOMBRE NUEVO,GRANADEROS 168,3081,3084,4,0101000020E61000001F958A4DDC3A4DC0AA8DBEF0175041C0
5317,1,7,81,ESC N°15 CNEL C T SOURIGUES,"ARANGUREN, JUAN F., DR. 2400",3072,3080,9,0101000020E6100000B61EABC67D3B4DC00F4605D4BF4F41C0
8870,1,7,81,ESC Nº 12 PROVINCIA DEL CHACO,AVELLANEDA AV. 2547,3085,3098,14,0101000020E6100000A19F24F6C43B4DC0EFD9879DFA4F41C0
8872,1,7,81,ESC Nº9 JOSE INGENIEROS,"FALCON, RAMON L.,CNEL. 2248",3099,3106,8,0101000020E610000071620167DE3A4DC011274216915041C0
4110,1,7,82,INSTITUTO ANA MARIA JANER,"ALBERDI, JUAN BAUTISTA AV. 2555",3107,3119,13,0101000020E61000003DC5F5FF5F3B4DC0C897D2B2E05041C0
4136,1,7,82,ESC Nº8 CNEL ING P A CERVIÑO,VARELA 358,3130,3138,9,0101000020E610000018F13201583B4DC0B7E61790215141C0
5051,1,7,82,ESC Nº9 JOSE MARIA PAZ,"FALCON, RAMON L.,CNEL. 2934",3120,3129,10,0101000020E6100000C8B5D8561C3C4DC0A9E65A80F25041C0
8883,1,2,82,INST N SRA DE LA MISERICORDIA,AZCUENAGA 1630,3139,3148,10,0101000020E6100000DB4B406ED6324DC06E75909E894B41C0
4133,1,7,83,ESC Nº19 LEANDRO N ALEM,FRAY CAYETANO RODRIGUEZ 95,3177,3188,12,0101000020E61000008DE0FDD1453B4DC0A9F4B4AE5A5041C0
4165,1,7,83,ESC Nº15 R O DEL URUGUAY,CARABOBO AV. 253,3189,3204,16,0101000020E610000094875882463A4DC03BD3AF6EA05041C0
4172,1,7,83,LICEO Nº5 PASCUAL GUAGLIANONE,CARABOBO AV. 286,3205,3209,5,0101000020E61000001D088A123B3A4DC008DD0C31A95041C0
4185,1,7,83,INST NTRA SRA DE LOURDES,RIVADAVIA AV. 6270,3161,3167,7,0101000020E6100000B2F1ED9D3B3A4DC0C2BBE42E235041C0
5316,1,7,83,INSTITUTO SAN JOSE DE FLORES,"BONIFACIO, JOSE 2475",3149,3160,12,0101000020E610000042E6D27D283B4DC0A2A4AF6DFA5041C0
9282,1,7,83,INST G DE HONOR DEL S ROSARIO,LAUTARO 824,3168,3176,9,0101000020E6100000C0AF4BDD093A4DC090EB0F5E6B5141C0
4105,1,7,84,ESC Nº12 RECONQUISTA,VARELA AV. 753,3239,3242,4,0101000020E6100000E800CA11E23A4DC0D07E6CD6B25141C0
4106,1,7,84,ESC Nº10 ING OCTAVIO S PICO,LAFUENTE 559,3228,3238,11,0101000020E61000002E786B68953B4DC0C33137CF875141C0
4107,1,7,84,ESC Nº16 SANTA CRUZ Y ESPEJO,PRIMERA JUNTA 3445,3221,3227,7,0101000020E6100000E354416B893B4DC0C79377756D5241C0
4148,1,7,84,ESC Nº6 DR C VAZ FERREIRA,VARELA AV. 1040,3210,3220,11,0101000020E6100000E24B5531873A4DC00E3CA78D005241C0
4149,1,4,85,INSTITUTO NTRA SRA DE LUJAN,JUJUY AV. 2179,3243,3248,6,0101000020E61000006CAB2D8F19334DC036B6A43D525141C0
4162,1,7,85,INST G DE HONOR DEL S ROSARIO,LAUTARO 824,3249,3252,4,0101000020E6100000C0AF4BDD093A4DC090EB0F5E6B5141C0
8879,1,7,85,ESC N 24 DR PEDRO A TORRES,LAUTARO 752,3253,3265,13,0101000020E6100000D69BC987153A4DC03A07DDC3525141C0
4717,1,7,86,INSTITUTO SANTA CLARA,ZUVIRIA 2660,3301,3313,13,0101000020E61000007DB3C1065A3A4DC0C55CF15F4B5241C0
4722,1,7,86,ESC N°13 FRANCISCA JACQUES,LAUTARO 1440,3333,3344,12,0101000020E61000008C3B09424D394DC0A986B323225241C0
4727,1,7,86,ESC N°4 BENJAMIN ZORRILLA,SAN PEDRITO 1415,3266,3280,15,0101000020E61000006FC7C630903A4DC017A0F1FDAB5241C0
4735,1,7,86,COLEGIO ARMENIO ARZRUNI,"MARTI, JOSE 1580",3289,3300,12,0101000020E6100000C265FB41E43A4DC088FB864AD55241C0
4739,1,7,86,ESC N°22 HIPOLITO BOUCHARD,"DIAZ, AVELINO 2356",3314,3322,9,0101000020E6100000A149E0939B394DC0EC1C842B525241C0
5131,1,7,86,ESC N°23 GRAL SAVIO,SAN PEDRITO 1137,3281,3288,8,0101000020E6100000387ED980EA3A4DC03EC463EB595241C0
5152,1,7,86,EMEM N°3,"VEDIA, AGUSTIN DE 2519",3323,3332,10,0101000020E61000000278550A60374DC069A2E72EF85241C0
4821,1,8,87,ESC N°8 DR LUIS F LELOIR,"RABANAL, FRANCISCO, INTENDENTE AV. 2275",3361,3370,10,0101000020E6100000A86EB047E7364DC0E4F1D39E6D5441C0
4830,1,8,87,INSTITUTO CRISTO OBRERO,LAFUENTE 3242,3398,3407,10,0101000020E61000006B0935F718384DC0A372BB68E05441C0
4836,1,8,87,ESC N°9 DR JOSE B ZUBIAUR,"BERG, CARLOS 3460",3345,3351,7,0101000020E61000007D1F708CCD364DC0FC07E525955441C0
4839,1,8,87,ESC N°15 EVARISTO CARRIEGO,PORTELA 3150,3408,3417,10,0101000020E61000000838277BB3384DC0BCBDBE8FC15441C0
4843,1,8,87,ESC N°14 M REMEDIOS DEL VALLE,"RABANAL, FRANCISCO, INTENDENTE AV. 2751",3352,3360,9,0101000020E610000006484D5B99374DC0142D609CBE5441C0
5146,1,8,87,INSTITUTO SAN JOSE,CORRALES 3190,3371,3377,7,0101000020E6100000017B97D270384DC087552577E45441C0
5148,1,8,87,INSTITUTO NTRA SRA DE FATIMA,PORTELA 2750,3418,3428,11,0101000020E6100000C26E041781394DC0C8C4A2DE1E5441C0
4703,1,8,88,COL MACNAB BERNAL SECUNDARIO,ITAQUI 6800,3449,3455,7,0101000020E6100000E898813BF73C4DC0E8FDA8BF625841C0
4761,1,8,88,COL MACNAB BERNAL PRIMARIO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6880",3456,3464,9,0101000020E61000009D400EAB303D4DC00693C621575841C0
4769,1,8,88,ESC N°16 DR SOFANOR CORVALAN,BERON DE ASTRADA 6351,3437,3448,12,0101000020E6100000C88885FCC73B4DC000D68263905841C0
5121,1,8,88,ESC N°13 ALFREDO LANARI,PIEDRA BUENA AV. 4863,3429,3436,8,0101000020E610000062D6CB00E83C4DC0ABCCD9E2F75741C0
5124,1,8,88,INSTITUTO SAGRADA FAMILIA,COSQUIN 4951,3465,3473,9,0101000020E6100000DDF8D815A83C4DC0D5822DE5FE5741C0
4705,1,8,89,ESC N°9 HECTOR PANIZZA,BERON DE ASTRADA 5920,3586,3597,12,0101000020E61000006663B3B1473B4DC01C7C50601A5841C0
4709,1,8,89,ESC N°3 CRISTOBAL COLON,LARRAZABAL 4051,3542,3552,11,0101000020E61000003DFA78576F3C4DC032937E9B965641C0
4713,1,8,89,ESC N°6 REPUBLICA DE LA INDIA,"DESCALZI, NICOLAS 5425",3598,3606,9,0101000020E61000007686B9285C3B4DC0C33F37C7595741C0
4720,1,8,89,ESC N°4 PCIA DE TUCUMAN,RIESTRA AV. 5030,3553,3562,10,0101000020E61000005FFFBBAA143C4DC064609AC9FD5541C0
4723,1,8,89,ESC N°10 ITALO A FORADORI,LARRAZABAL AV. 5001,3501,3513,13,0101000020E6100000E7892ACD653B4DC082B3C5F4425741C0
4725,1,8,89,ESC DE BELLAS ARTES LOLA MORA,SOLDADO DE LA FRONTERA AV. 5155,3487,3500,14,0101000020E610000068D0B86B763B4DC07CF70395AC5741C0
4733,1,8,89,ESC N°5 ARMADA ARGENTINA,LARRAZABAL AV. 4520,3514,3526,13,0101000020E610000079B4BDCFA43B4DC0DB19014C105741C0
4756,1,8,89,ESC N°15 DR CARLOS A VERONELLI,CAFAYATE 5388,3474,3486,13,0101000020E61000009F0044834B3B4DC0E6FEBDF32C5841C0
4765,1,8,89,ENET N°13 JOSE LUIS DELPINI,"CHILAVERT, MARTINIANO, CORONEL 5460",3527,3541,15,0101000020E6100000F4E608C8D43B4DC09DE327F8EB5641C0
5119,1,8,89,INSTITUTO CONCEJAL SALVATORI,CAFAYATE 5115,3563,3575,13,0101000020E6100000F6E89645B33B4DC0A8C48FF2E25741C0
4701,1,8,90,ESC DE COM N°12 JUAN XXIII,AQUINO 6040,3668,3680,13,0101000020E6100000BA4A78E47C3D4DC065423F01B75641C0
4707,1,8,90,ESC N°21 SOLDADOS DE MALVINAS,GOLETA SANTA CRUZ 6999,3624,3637,14,0101000020E61000006743B25C2E3F4DC04CC769ED055741C0
4711,1,8,90,INSTITUTO NTRA SRA DE LA PAZ,PIEDRA BUENA AV. 3595,3645,3653,9,0101000020E610000033451B0CD03E4DC02772586A6F5641C0
4714,1,8,90,ESC N°9 HOMERO MANZI,MIRALLA 2666,3681,3690,10,0101000020E61000000C6187B6B43D4DC06C3063F1D75441C0
4729,1,3,90,INSTITUTO DON ORIONE,"YRIGOYEN, HIPOLITO 2084",3691,3700,10,0101000020E6100000B76E762DAE324DC0342063D7284E41C0
4731,1,8,90,ESC N°20 DE RECUP A M DE JUSTO,GOLETA SANTA CRUZ 6997,3638,3644,7,0101000020E6100000BB1D95FC2D3F4DC0124C73D7055741C0
4752,1,8,90,ESC N°11 PONCIANO VIVANCO,OLIDEN 2851,3654,3667,14,0101000020E6100000729823F3A83E4DC0697D08E21A5541C0
4773,1,8,90,ESC N°15 RCA ARGENTINA,CASTAÑARES AV. 4689,3607,3623,17,0101000020E610000044B789F25B3C4DC02338C3A6375541C0
5126,1,8,90,ESC DE COM N°6 AMERICA,ESCALADA AV. 2890,3701,3717,17,0101000020E61000008493AF35383C4DC07C942ECF0A5541C0
8164,1,8,90,ESC N°22 STA M DE LOS BS AS,ECHEANDIA 5650,3727,3734,8,0101000020E6100000304F50FB2B3E4DC0D9D11F5E575541C0
8451,1,8,90,ESC N°8 JUDITH Y D DEMARCHI,"RUCCI, JOSE IGNACIO 3961",3718,3726,9,0101000020E6100000100E3C65843D4DC06709185D985641C0
4772,1,9,91,ESC N°8 REINO DE THAILANDIA,HOMERO 2159,3742,3750,9,0101000020E6100000EF96A9C7D33C4DC0F809CC614F5441C0
4778,1,9,91,ESC N°5 ROBERTO BILLINGHURST,ZINNY 1641,3735,3741,7,0101000020E6100000C465DF9E5B3C4DC0DF1FDBEA7A5341C0
8919,1,9,91,ESC N°20 ANTONIO ALICE,"FERNANDEZ MORENO, BALDOMERO 3652",3751,3758,8,0101000020E61000000D16EFAD123C4DC0DB43DB8B945241C0
5024,1,9,92,INSTITUTO LUJAN PORTEÑO,"BILBAO, FRANCISCO AV. 3476",3777,3783,7,0101000020E6100000F6EA9318263C4DC05FC3519D285241C0
5025,1,9,92,ESC N°11 DR PEDRO GOYENA,"LAFERRERE, GREGORIO DE 3624",3770,3776,7,0101000020E61000005A9688F60E3C4DC00D38FD85555241C0
6639,1,9,92,ENET N°17 BRIG C SAAVEDRA,LACARRA 535,3784,3797,14,0101000020E6100000771FF16AA43D4DC0F9DAA9B5ED5141C0
8113,1,9,92,ENET N°23 CASAL CALVIÑO,LACARRA 621,3759,3769,11,0101000020E610000041FD0EE88C3D4DC00F570E3B005241C0
4070,1,9,93,ESC Nº16 TOMAS LE BRETON,GARZON EUGENIO GENERAL 4346,3798,3804,7,0101000020E6100000A9D0FAB3A83D4DC044C814F0F45241C0
4073,1,9,93,INST NTRA SRA DE LOS REMEDIOS,"AMEGHINO, FLORENTINO, DR. 1441",3805,3821,17,0101000020E61000001B408681393D4DC03B17750C3C5341C0
5028,1,9,94,ESC N°24 S DE ELIA DE GIMENEZ,BRUIX AV. 4620,3835,3843,9,0101000020E6100000128AD95DC13E4DC018F4462DB75241C0
8922,1,9,94,ENET N°8 P A DE SARMIENTO,"COLLIVADINO, PIO 436",3822,3834,13,0101000020E6100000F318F9EAE43D4DC011F9B0A4FB5141C0
8925,1,9,94,ESC N°21 PEDRO INCHAUSPE,"RODO, JOSE E. 4431",3850,3853,4,0101000020E61000009AFDBA074F3E4DC081AECA32695241C0
9230,1,9,94,ESC Nº 20 SGTO J B CABRAL,HOMERO 1157,3844,3849,6,0101000020E610000022AC69EC693E4DC0C59302FF0E5341C0
4670,1,9,95,ESC Nº4 REPUBLICA DEL BRASIL,ARTIGAS MANUEL DE 5951,3869,3878,10,0101000020E6100000B64171DF5F404DC063F3EEB6305341C0
4677,1,9,95,ESC Nº3 EDUARDO L HOLMBERG,LARRAZABAL 1556,3894,3897,4,0101000020E61000008FBFC24DEF3F4DC00FC55D99AE5341C0
4686,1,9,95,LICEO Nº8 ESTEBAN ECHEVERRIA,MURGUIONDO 1568,3886,3893,8,0101000020E6100000A2279902AA404DC00F6F09969C5341C0
4695,1,9,95,ESC Nº13 PROF VIEIRA MENDEZ,BRAGADO 5350,3898,3902,5,0101000020E610000020C8F6F9AC3F4DC0D0970EF7135341C0
5212,1,9,95,INSTITUTO C DIVINA PASTORA,ARTIGAS MANUEL DE 6124,3879,3885,7,0101000020E6100000539147CB91404DC0562FE3FF625341C0
9233,1,9,95,INST SAN PIO X,BASUALDO 780,3854,3868,15,0101000020E610000093A186A9CA3F4DC08258ABE18F5241C0
4693,1,9,96,ESC Nº12 PBRO MONTES CARBALLO,LARRAYA 2055,3908,3914,7,0101000020E61000009C91E54A373F4DC0C30076452C5441C0
4697,1,9,96,ESC Nº14 JOSE ANTONIO CABRERA,SAN PEDRO 5845,3915,3920,6,0101000020E6100000421C86790E3F4DC0BF5F7877615441C0
6759,1,9,96,ESC PATRIA GRANDE,CHASCOMUS 5598,3921,3927,7,0101000020E61000004FCFED8F8F3F4DC0C80C80A9B35341C0
8561,1,9,96,INSTITUTO PLACIDO MARIN,LARRAZABAL 1555,3928,3936,9,0101000020E61000008D8567EEF23F4DC0AD131806B05341C0
9238,1,9,96,ESC N°3 E L HOLMBERG,LARRAZABAL 1556,3903,3907,5,0101000020E61000008FBFC24DEF3F4DC00FC55D99AE5341C0
4678,1,9,97,ESC Nº14 ISLAS MALVINAS,DE LOS CORRALES AV. 7040,3946,3955,10,0101000020E6100000DB93CD3391404DC07B9A067E465541C0
4681,1,9,97,ESC N°6 PROF FELIPE BOERO,"PERON, EVA AV. 7431",3937,3945,9,0101000020E61000009CE153641F404DC0F73864F6355641C0
4690,1,9,97,ESC Nº 11 EMILIO VON BEHRING,"CARDENAS, CNEL. AV. 2652",3956,3959,4,0101000020E6100000B4F39EC24A404DC0252254C0525541C0
9395,1,9,97,ESC N°7 ARISTOBULO DEL VALLE,CARHUE 2157,3960,3964,5,0101000020E61000003FC2C9A352414DC035590DCA925441C0
9415,1,9,97,INSTITUTO SAN FELIPE NERI,ANDALGALA 2264,3965,3972,8,0101000020E6100000D7A64B48E3404DC07DD5059DC05441C0
4661,1,9,98,ESC Nº16 DR M LEGUIZAMON,"LEGUIZAMON, MARTINIANO 1470",3973,3982,10,0101000020E6100000D8BBA80F17414DC080A63CE2815341C0
4672,1,9,98,ESC Nº7 ARISTOBULO DEL VALLE,CARHUE 2157,3983,3988,6,0101000020E61000003FC2C9A352414DC035590DCA925441C0
4675,1,9,98,INSTITUTO MARIA ANA MOGAS,GUAMINI 1850,3989,3998,10,0101000020E6100000BCDAC4BEE0414DC0903A1071475441C0
5217,1,9,98,INST LUJAN DE LOS PATRIOTAS,"CASTRO, EMILIO AV. 7154",3999,4015,17,0101000020E6100000A0C44A0E5E424DC0EF666EAAA45341C0
8544,1,9,98,ESC Nº13 RCA DE FILIPINAS,COSQUIN 1943,4016,4020,5,0101000020E61000001FA7854045414DC041CD5FA8475441C0
9404,1,9,98,ESC DANZA N°1 NELLY RAMICONI,FONROUGE 711,4021,4035,15,0101000020E610000053C59D54F1404DC00E16CA86A85241C0
4738,1,9,99,ESC Nº1 DE LA INDEP ARGENTINA,GUAMINI 1167,4045,4052,8,0101000020E61000008A5BBE1DF2424DC07A05580A7A5341C0
5221,1,9,99,INSTITUTO SAN JOSE (PRIMARIA),"CASTRO, EMILIO AV. 6351",4060,4067,8,0101000020E61000009F71C45A76414DC0E5250A8A345341C0
5618,1,9,99,ESC Nº10 ALFONSINA STORNI,"DE LA TORRE, LISANDRO 1171",4053,4059,7,0101000020E6100000B1D9ADF0F1414DC0AA21E0D6535341C0
9241,1,9,99,INST SAN JOSE (SECUNDARIO),MURGUIONDO 1029,4036,4044,9,0101000020E6100000427EB4B574414DC0685435F0195341C0
4724,1,9,100,ESC Nº9 JOSE MARIA TORRES,LARRAZABAL AV. 420,4093,4100,8,0101000020E61000005AD0DBA689414DC0C8E2FC785C5241C0
4726,1,9,100,ESC Nº8 D VELEZ SARSFIELD,FONROUGE 370,4074,4079,6,0101000020E6100000151C9B2293414DC0634919BD365241C0
4730,1,9,100,ESC Nº18 REPUBLICA DE COREA,MURGUIONDO 76,4085,4092,8,0101000020E61000006900495D62424DC0B8BA4377EC5141C0
4746,1,9,100,ESC DE COM Nº32 JOSE L SUAREZ,ACASSUSO 5860,4080,4084,5,0101000020E6100000BD25A93A1C414DC049012716705241C0
8120,1,9,100,INST NTRA SRA DE LAS NIEVES,"BOSCH, VENTURA 6651",4101,4106,6,0101000020E6100000791F98808F424DC05FA7B9633E5241C0
9246,1,9,100,ESC Nº15 RCA ISLAMICA PAKISTAN,"DE LA TORRE, LISANDRO 550",4068,4073,6,0101000020E6100000DFEA83959C424DC02F0F89B7905241C0
4721,1,9,101,ESC Nº22 PCIA DE SANTA CRUZ,CUZCO 116,4114,4120,7,0101000020E6100000C3DD8D8894434DC00B2B6C429F5141C0
4728,1,9,101,ESC Nº20 M SANCHEZ DE LORIA,BARRAGAN 366,4121,4127,7,0101000020E61000004A787493ED424DC0F3A25D00745141C0
4732,1,9,101,ESC Nº4 GRAL FELIX DE OLAZABAL,"FALCON, RAMON L.,CNEL. 6702",4128,4132,5,0101000020E610000012C61758B9424DC0515972B4F55141C0
4734,1,9,101,ESC Nº17 CARLOS MOREL,IBARROLA 7249,4133,4137,5,0101000020E61000007C3127359A434DC019F9D733225241C0
4736,1,9,101,ESC Nº3 REPUBLICA FRANCESA,MONTIEL 153,4153,4157,5,0101000020E61000001DD00B735F434DC02A3195D60B5241C0
4744,1,9,101,INSTITUTO SAN CAYETANO,CUZCO 176,4147,4152,6,0101000020E6100000F4B71B2595434DC0DFDE45EB995141C0
5237,1,9,101,INSTITUTO DR D VELEZ SARSFIELD,RESERVISTAS ARGENTINOS AV. 249,4138,4146,9,0101000020E61000004B9A6E48CA424DC0B8F2C08D6C5141C0
9249,1,9,101,ESC Nº2 DR F MELITON ALVAREZ,MONTIEL 1041,4107,4113,7,0101000020E61000005D4F1AF04A434DC01129ADA5495341C0
4801,1,10,102,ESCUELA N°16 J F KENNEDY,BRUSELAS 721,4158,4168,11,0101000020E61000005FE28780E4424DC015E6E9EF8C5041C0
4804,1,10,102,ESCUELA N°25 ESTADOS UNIDOS,BRUSELAS 785,4169,4177,9,0101000020E61000004AB27B7EEB424DC00AA6194B715041C0
4809,1,10,102,ESC Nº14 GUILLERMO M HUDSON,ARREGUI 6840,4184,4189,6,0101000020E61000003977E15BA4434DC07D32C01B8F5041C0
8570,1,10,102,ESCUELA N°1 MARTIN FIERRO,MARTIN FIERRO 5351,4190,4195,6,0101000020E610000043788288C4414DC00B499369CD4F41C0
5226,1,10,103,ESC CRIST EVANGELICA ARGENTINA,IRIGOYEN 2150,4206,4221,16,0101000020E6100000CFE844263A434DC01507AC88944F41C0
5239,1,10,103,ESCUELA N°14 SIMON BOLIVAR,TINOGASTA 5768,4196,4205,10,0101000020E6100000382E7A4F3F434DC026D32CD07C4F41C0
8573,1,10,103,ENET N°35 EDUARDO LATZINA,LOPE DE VEGA AV. 2150,4222,4232,11,0101000020E6100000F53B5EC41D424DC0B751031F704F41C0
4797,1,10,104,ENET Nº27 HIPOLITO YRIGOYEN,VIRGILIO 1980,4241,4251,11,0101000020E61000005CAF1E283C424DC0C417EA408C4F41C0
4807,1,10,104,ESC Nº18 GENDARMERIA NACIONAL,"GARCIA, JUAN AGUSTIN 5265",4252,4257,6,0101000020E6100000C1AE30F6DE404DC07897EF66445041C0
5234,1,10,104,ESC CRIST DE LA PUERTA ABIERTA,SANTO TOME 5130,4258,4264,7,0101000020E6100000C502BF479C414DC08CD1316B5A4F41C0
5238,1,10,104,ESC NAC DE COM N°33 MAIPU,ALVAREZ JONTE AV. 5075,4265,4267,3,0101000020E6100000D078AF7612414DC06B973428884F41C0
4754,1,10,105,ESC Nº29 EDUCACION ESPECIAL,CHIVILCOY 1820,4278,4286,9,0101000020E610000076B074C3823F4DC04084D95CFC4E41C0
4805,1,10,105,ESCUELA N°9 PCIA DE MISIONES,LASCANO 4044,4268,4277,10,0101000020E61000006C99017BCA3F4DC02369015EA34E41C0
4817,1,10,105,ESC N°24 ROBERTO M ORTIZ,BAHIA BLANCA 2535,4315,4320,6,0101000020E61000002ED4E88320404DC0A54744661F4E41C0
4820,1,10,105,ESCUELA N°3 MONTE CASTRO,ALVAREZ JONTE AV. 4651,4287,4293,7,0101000020E6100000C8A9365F86404DC00D98325F364F41C0
4827,1,10,105,ESC N°17 TTE GRAL L M CAMPOS,SANTO TOME 4529,4294,4300,7,0101000020E6100000BCF560E8B6404DC043111BEDC54E41C0
5240,1,10,105,INSTITUTO SAN RAFAEL,"JUAREZ, BENITO 2159",4301,4311,11,0101000020E6100000442D00DB92404DC09ACC6AFF504F41C0
8579,1,10,105,COLEGIO NUEVOS AIRES,BAHIA BLANCA 2246,4312,4314,3,0101000020E610000089EDF839C93F4DC0B7EF3D41844E41C0
4819,1,10,106,ESC Nº30 DR ESTEBAN A GASCON,SAN BLAS 5387,4321,4332,12,0101000020E61000003B0DEB5A23414DC0F9EF6255B75041C0
5232,1,10,106,INST SACRATISIMO CORAZON JESUS,MOLIERE 856,4333,4338,6,0101000020E6100000815E5DC2DD404DC068DD9452C65041C0
5259,1,12,126,ESC N°9 REPUBLICA DE IRLANDA,IBERA 5734,5215,5221,7,0101000020E6100000A62A8680BA3F4DC079DC847F144941C0
8582,1,10,106,ESC N°10 ADA MARIA ELFLEIN,"BELAUSTEGUI, LUIS, DR. 4949",4348,4353,6,0101000020E6100000B7D0DF53DE3F4DC0D8FF6D16C75041C0
4056,1,10,107,ESC MODELO DOMINGO F SARMIENTO,RIVADAVIA AV. 9441,4385,4388,4,0101000020E6100000AD8C3A02A33F4DC0B379ACC3895141C0
4058,1,10,107,ESC Nº7 RCA ARABE DE EGIPTO,RIVADAVIA AV. 9799,4354,4360,7,0101000020E610000064185A7D3D404DC01A08415F9F5141C0
4060,1,10,107,ESC Nº8 BASE AEREA VC MARAMBIO,YERBAL 4965,4393,4407,15,0101000020E610000098E7A01F823F4DC09DD8AE60695141C0
4063,1,10,107,ESC Nº6 CARLOS GUIDO SPANO,"FALCON, RAMON L.,CNEL. 4801",4374,4379,6,0101000020E6100000A046A4EC623F4DC0BC4E1893AE5141C0
4064,1,10,107,ESC Nº1 PROF JOSE ONAINDIA,RAFAELA 5159,4361,4366,6,0101000020E6100000295D9CEAF93F4DC072D3EA0FEC5141C0
5027,1,10,107,ESC N°7 RECUERDOS DE PROVINCIA,"ALBERDI, JUAN BAUTISTA AV. 4755",4367,4373,7,0101000020E6100000156976DA183F4DC09B58B749635241C0
5224,1,10,107,ESC N°12 PROF RAMON GENE,GARCIA DE COSSIO 5570,4380,4384,5,0101000020E61000008BD29FB322414DC067F3502BF45141C0
9264,1,10,107,INSTITUTO SANTISIMO SACRAMENTO,BACACAY 4896,4389,4392,4,0101000020E610000016D6D223673F4DC06778FAF5395141C0
4823,1,10,108,ESCUELA DE DANZAS JORGE DONN,"MAGARIÑOS CERVANTES, A. 5068",4422,4427,6,0101000020E6100000403179ED7B404DC02A0BF9C18E5041C0
5169,1,10,108,ESC N°4 CASIMIRO A MACIEL,"PAZ, MARCOS 1732",4415,4421,7,0101000020E61000007AA6ED582B404DC0F08509FED34F41C0
5233,1,10,108,ESCUELA DE CERAMICA ARRANZ,"MAGARIÑOS CERVANTES, A. 5068",4428,4430,3,0101000020E6100000403179ED7B404DC02A0BF9C18E5041C0
7764,1,10,108,INSTITUTO SAN RAMON NONATO,CERVANTES 1168,4408,4414,7,0101000020E6100000803CC98A2F404DC041E302EF5C5041C0
8591,1,10,108,ESCUELA N°15 MANUEL PEÑA,SEGUROLA AV. 1104,4431,4434,4,0101000020E6100000B364989A193F4DC08C1A6E30135041C0
9267,1,10,108,INSTITUTO ANGELA COPELLO,"JUSTO, JUAN B. AV. 7525",4435,4441,7,0101000020E6100000188EA163683F4DC09404C2A29B5041C0
4017,1,10,109,INSTITUTO NTRA SRA DEL MILAGRO,"ACOSTA, MARIANO AV. 195",4475,4484,10,0101000020E6100000E6C646BE743D4DC050F07C97625141C0
4034,1,10,109,ESCUELA N°1 JOSE A FERREYRA,"FALCON, RAMON L.,CNEL. 4126",4453,4463,11,0101000020E61000009AA0063C0D3E4DC0E3B0AF65675141C0
4038,1,10,109,ESC N°2 MAXIMIO SABA VICTORIA,"FALCON, RAMON L.,CNEL. 4151",4464,4474,11,0101000020E6100000CD7C86A0223E4DC0BBC95AD1695141C0
4039,1,10,109,ESC Nº3 A MEDONE DE CAVIGLIA,"ACOSTA, MARIANO AV. 45",4485,4491,7,0101000020E61000005A3A7D6CA93D4DC05B684359385141C0
5026,1,10,109,SEMINARIO I T BAUTISTA,"FALCON, RAMON L.,CNEL. 4080",4492,4496,5,0101000020E6100000EA60182CF03D4DC0FFF5D59B605141C0
9270,1,10,109,INST JUAN B BERTHIER,BACACAY 4747,4442,4452,11,0101000020E61000000755A163203F4DC08E4D24E62D5141C0
4757,1,10,110,ESCUELA N°11 RCA DEL PERU,GAONA AV. 4763,4515,4517,3,0101000020E610000097FE0578AE3E4DC0C94570654E5041C0
4759,1,10,110,ESC Nº10 CNEL DE MAR L ROSALES,MERCEDES 1405,4497,4507,11,0101000020E61000001810775A033F4DC01C2C35198F4F41C0
4762,1,10,110,ESCUELA N°16 ERNESTO A BAVIO,BAHIA BLANCA 1551,4508,4514,7,0101000020E610000064ABC432D63E4DC02112BD31524F41C0
4771,1,10,110,ESCUELA N°19 DR PEDRO I RIVERA,SAN BLAS 4356,4523,4526,4,0101000020E610000004541C2A903F4DC0A73BB65C984F41C0
